"Size","Rooms","Fee","Elevator","Balcony","Patio","Price"
100.4,3,5407,0,1,0,2764600
40.5,2,2368,0,1,1,5010300
49.2,2,2519,1,1,0,6611200
110.4,3,5733,1,1,0,4191700
96.4,4,5481,0,1,1,7219500
49.5,3,2064,1,0,0,2082700
92.7,4,3878,1,1,0,983000
57.9,2,2397,1,0,1,3552900
97,2,5560,0,0,0,2294900
40,5,2268,1,1,0,5097200
73.5,2,4615,0,1,0,3451000
59,2,3430,0,1,0,1401200
45.7,1,3858,0,1,0,4921500
44.2,2,2135,0,1,0,1582500
77.4,3,5373,1,1,0,1315800
108.2,5,4400,0,1,1,4454300
51.9,2,3143,1,0,0,8641900
57.7,2,4269,0,1,0,1168700
73.3,3,5255,0,0,0,1813900
92.9,3,4682,1,1,0,4361400
71.2,3,4014,1,1,0,6683200
91.1,3,4828,0,0,0,5904300
38.7,2,2236,1,0,0,2584000
83,3,4603,0,1,0,3513000
67,4,5232,0,1,0,3692000
79.4,2,4728,1,1,0,4368000
62.6,2,4003,0,1,0,3982700
50,2,2717,1,1,0,2341400
99.7,3,4172,0,0,0,3117300
64.7,2,3038,0,0,0,1073400
41.9,5,4078,1,0,0,2084300
86,4,4333,0,0,0,2478100
109.2,5,5378,0,1,0,6262200
79,3,4813,0,1,0,3135900
43.2,2,3782,0,1,0,2292000
76.1,3,4956,0,0,0,3873900
75.5,4,4001,0,1,0,2930400
57.2,1,4278,1,1,0,5195000
71.4,2,5302,1,1,0,2208100
74.4,3,3733,1,0,0,6028100
53.6,2,2269,0,1,0,1150600
86.2,3,4678,1,0,0,4769500
35.9,2,2146,0,0,0,1698900
110.3,3,5086,0,1,0,9061900
123,4,6726,1,1,0,2521400
57.2,2,3929,1,1,0,1627200
83.6,3,5117,0,0,0,733200
76.9,4,4325,0,0,0,4590000
69.4,2,3092,0,1,0,2247900
93.7,3,5895,1,1,0,7524400
68.4,2,4956,0,0,0,5753600
78.1,2,4078,0,0,0,1542100
92.1,4,5155,1,0,0,1480600
58.5,2,4138,1,0,0,2222200
44.1,2,2185,1,1,0,1641700
101.9,4,4653,0,0,1,5685100
74.2,3,3219,0,1,0,1472300
35,1,3095,0,1,0,3868000
87.2,3,3489,1,1,0,1906800
100.5,3,5967,1,0,0,6914300
85.8,2,4495,1,1,0,2008400
69.6,3,4614,0,1,0,1252100
53.7,2,2717,1,0,0,1572700
71.6,3,6090,0,1,0,5303800
43.2,2,2549,0,1,0,2695300
63.7,2,3272,1,1,0,922600
36.5,2,2794,1,0,0,560100
68.7,2,3820,1,1,0,2292800
127.9,5,6473,1,1,0,2651500
99.2,4,5025,1,0,0,4545000
66,2,3430,0,1,1,1201300
89.3,3,4092,0,0,0,3525900
80.7,3,4639,0,1,0,3599200
82.4,3,6062,1,0,0,1971300
62.7,3,3222,0,0,0,2371900
82.6,3,4644,1,1,0,2885000
44.4,1,3849,0,1,0,2700200
52,1,3479,0,0,0,1116100
67.1,2,5099,1,1,1,1706600
55.9,2,2708,0,1,0,2620600
32.9,1,2547,0,0,0,1969500
71.3,2,2670,0,1,0,1606400
68.3,2,3891,0,0,0,1267800
138.8,6,6335,1,0,1,7279300
76.8,3,4487,1,1,0,3552000
36.2,2,1469,0,1,0,1481800
66.5,2,3508,1,1,0,2069400
81.3,4,5205,0,1,0,3827100
96.4,5,4311,0,0,0,1996900
62.3,1,3356,0,1,0,5183700
56.8,5,4287,1,0,0,2626500
59.8,3,2720,0,0,0,2898500
46.7,2,2043,0,0,0,752400
54.5,3,4261,0,1,0,965000
67.6,3,3540,1,0,0,2544800
36.2,1,2071,1,0,0,2281900
29.5,1,2296,0,0,0,3219400
41.9,1,3282,0,0,0,1179400
83,3,5150,0,1,0,1752200
122.6,4,6805,0,1,0,5378700
68,3,3618,0,0,0,3747300
163.4,6,8359,0,1,0,9693400
101.4,3,5510,1,1,0,4363700
70.6,2,4203,1,0,0,2028100
69,2,4366,1,1,1,3984500
54.8,5,3296,0,0,0,4421800
58.9,5,2758,0,0,1,6838200
54.4,2,3485,1,1,0,2206200
116.5,6,5721,1,0,0,13596200
72.2,3,4117,1,1,0,5344400
45.6,5,4185,0,0,0,2076500
65.7,2,3174,1,1,0,1474600
46.5,2,2914,1,0,0,6701200
70.2,3,3524,0,0,0,1214700
44.4,2,3629,0,1,0,1299900
58.6,3,3113,0,1,0,3393500
90.8,2,3973,1,1,0,4297700
124.3,4,6417,0,1,1,6314200
63.2,2,5067,0,0,0,3037100
103.1,3,5726,0,1,0,3423500
29.2,1,1773,1,0,0,2788800
65.8,2,4531,1,0,0,1976800
68.7,2,4972,0,1,0,3598000
27,1,2019,1,0,0,2885800
46.7,2,2947,1,0,0,2584500
66.9,2,4544,0,0,0,2853100
64.5,2,3448,0,0,0,2214000
29.3,1,2295,1,0,0,2567600
47.1,1,2552,0,0,0,2486400
98.6,4,5446,0,0,1,3772200
44.3,2,3797,1,0,1,3228800
67.1,2,2723,1,0,0,3243300
64.3,5,3388,0,0,0,2997900
105.5,4,5880,1,1,0,3726800
79.6,3,4876,0,0,0,1395800
48.1,2,2903,0,1,0,2958100
51.6,2,4056,0,1,0,4628200
119.9,4,5948,1,0,1,1224500
54.9,2,4342,0,1,0,3196700
19.7,1,1849,0,0,0,2700400
77.5,3,4096,0,1,0,1381600
31.2,2,2383,0,0,0,4277600
50.2,2,3099,1,1,0,3322500
102.3,4,5766,0,0,0,6423500
78.6,3,4848,0,1,0,1885100
56.3,2,3862,1,1,1,1741200
86.5,3,3951,1,0,0,2348800
94.1,3,5064,0,1,0,792800
37.4,1,3123,0,0,0,3033500
76.6,3,5076,0,0,1,3513800
71.3,3,5976,1,1,0,729600
73.9,3,2250,1,1,0,1296900
89.4,3,5899,0,1,0,3969200
70.5,2,5187,1,0,0,1456000
117.9,5,6365,0,0,0,1982400
125.4,4,6957,0,1,0,8397900
45.9,1,3079,0,1,1,3563300
62.7,2,3731,0,1,0,3574000
99.7,3,5853,1,1,0,1051000
60.5,2,3130,1,1,0,3337500
44.5,2,1750,1,1,0,1373000
73.1,3,3566,1,0,0,2507700
45.7,5,1702,0,1,0,1166000
87.9,3,3575,0,1,0,3611100
74.5,5,4531,1,1,0,1519900
67.8,2,4798,0,0,0,2065300
56.2,2,2328,1,1,0,2426200
66.8,4,4674,1,1,0,3834400
52,2,4156,0,1,1,1801100
42,2,3622,1,1,0,1614400
83.5,4,5193,1,0,0,1153200
44.6,1,2175,0,0,0,4140600
66,2,2493,0,1,0,1091900
74.1,2,3352,1,1,0,1782200
86.9,3,5826,0,1,0,3549100
68.1,2,4551,0,1,0,1837400
36.5,2,1367,0,0,0,1402600
57.8,3,3115,0,1,0,1510800
35.3,1,2962,1,0,0,1336500
36.8,2,3422,1,0,0,1997100
53.5,2,2445,0,0,0,1348400
67.2,3,4304,0,0,0,1890500
77.4,3,4214,0,0,0,1664800
61.3,2,4205,0,1,0,2141000
68,2,3933,0,1,0,2588300
76.6,4,4657,1,1,0,1938400
18.8,2,1001,0,1,0,2053800
88.8,4,5162,1,0,0,5110200
110.9,3,6754,0,0,0,1838400
64.5,2,3227,1,0,0,3714000
41,1,487,0,0,0,3934700
64.5,5,4276,1,1,0,6004500
60.3,3,2742,0,1,0,1781800
59.2,3,3950,1,0,0,672400
73.9,3,3939,0,1,1,2164600
72.9,3,5263,1,0,0,4693300
72.7,2,4837,1,0,0,2500900
31.7,2,1388,0,0,0,2703800
57.8,3,4051,0,0,0,1736100
51.6,2,1479,1,0,0,4246500
42.3,1,2220,1,1,0,2484300
55,2,3542,1,1,0,2517000
68.9,4,3797,0,1,0,1343400
32.1,1,2136,0,0,0,1239700
75.1,3,3465,1,0,0,4131500
36.2,5,2277,0,0,0,2822200
102.3,3,5639,1,0,0,2906000
84.3,3,4745,0,0,0,2793100
75.8,3,4074,0,1,0,1545000
66.4,2,3220,0,0,0,5158600
45.3,1,1858,1,0,0,2637100
47.2,2,3257,1,1,0,3358700
63,3,4372,0,1,0,1686000
52.9,2,3821,1,1,0,4288500
41.7,2,2663,1,1,0,2006300
55.7,1,4929,1,1,0,6368300
61.6,3,2745,1,1,0,2075700
59.4,3,3183,0,1,0,3413400
72.7,2,4259,1,1,0,1895500
117.8,4,4977,1,1,0,7635900
79.8,3,4583,1,1,0,4003400
43.4,2,1500,0,0,0,3070000
42.8,2,1963,1,1,0,2008600
48.2,2,3799,1,1,0,1065200
60.8,2,2962,1,1,1,2099700
114.9,4,6179,0,0,1,2043100
60.8,2,4608,0,1,0,2914100
75.9,2,5014,1,1,1,3307000
72.6,2,3780,0,1,0,2162400
64.3,3,3612,1,1,0,6484400
62.2,3,3980,0,0,0,1770300
43.1,2,2400,1,1,0,1299400
56.9,5,3671,0,1,0,3802800
68.4,3,4245,0,0,0,2783800
78.6,3,5686,0,1,0,1369700
24.5,1,2428,0,0,0,3500600
56.3,2,3785,1,1,0,2570700
83.5,3,2713,0,1,0,4546600
139.8,4,7666,0,0,1,5082600
60.6,3,3647,0,1,0,2501500
93.7,3,5621,0,1,0,2837700
56,2,3822,0,1,0,3141700
61.5,2,4253,1,0,0,3798800
36.5,2,2894,1,1,0,2282100
65.1,3,3589,1,1,0,2171400
86.5,3,3212,0,0,0,2292600
76.9,3,5078,1,0,0,2131400
43.6,2,4294,1,1,0,2079000
63.9,2,3117,0,1,0,1872300
23.8,1,2846,1,1,1,381700
69.6,2,4595,1,1,0,4769400
62.3,2,3409,1,1,0,3247000
71.7,4,2049,0,0,0,2026500
61,2,3095,0,0,1,2236600
63.5,3,3840,1,0,0,605600
62.4,3,3384,0,1,0,2255100
85.7,3,4436,0,0,0,2591600
47.8,5,2420,0,1,0,1848700
75.4,5,4432,0,1,0,481200
54.4,5,2337,0,1,0,2864900
69,3,3314,1,1,0,2301000
59.7,3,3568,1,1,0,2369600
70.6,2,4398,1,0,1,638500
49.1,5,3352,1,1,0,1708000
114.3,3,6002,0,0,0,2548200
46.4,2,3886,1,1,0,1219200
116,5,5655,1,1,0,2830200
55.7,5,3218,1,1,1,2591900
41.6,2,3019,0,0,0,4135800
85.8,3,4857,1,0,0,4182300
58.6,3,3047,1,0,0,989400
122,3,6764,0,0,0,16524000
48.7,5,2614,1,0,0,4258600
51.8,5,2306,0,1,0,5742500
98.2,4,5401,0,0,1,3086800
65.5,2,2936,1,0,0,2094400
47.8,2,2717,1,0,0,3732700
44.6,2,3505,1,1,0,846000
120,4,5217,1,0,0,3573500
40.4,1,2380,0,0,0,2246800
63.8,2,3592,0,1,1,3509400
52.1,2,1839,0,1,0,1524600
61.1,2,4314,1,1,0,1709400
51.6,2,2935,1,0,0,3739600
117.2,4,6211,0,0,0,7407000
98.9,3,4641,0,1,0,5120300
66.2,5,3102,1,0,0,3230600
45.4,2,2438,0,0,0,1227000
78.7,3,3705,1,0,0,795100
94.7,3,5984,1,1,0,4334700
59.1,2,2923,1,1,0,627100
48.9,1,3292,1,0,0,1787200
67.3,3,4093,1,1,0,1091400
86.3,4,4076,0,1,0,1940400
66.6,3,4037,0,1,0,4069800
108.1,4,4675,0,1,1,5497700
47.9,2,2036,0,1,0,2105700
51.4,2,4427,0,0,1,2215000
32.1,1,2823,0,0,1,1634500
56.4,2,3220,0,1,0,2154000
39.6,2,2685,1,0,1,1572900
73.7,2,5502,1,0,0,2179900
76.9,3,6050,0,0,0,3825900
94.6,3,5013,0,0,0,4673300
186.8,5,8151,1,0,1,24338100
57.9,3,4078,1,0,0,1861800
60,3,2406,1,1,0,3198700
55.7,2,3060,1,0,0,2447000
73.2,3,4748,0,0,0,2543800
95.5,5,4469,0,1,0,6636100
44.7,2,3643,0,1,0,1437600
94,3,4331,1,0,0,2355200
30.9,2,2279,1,0,0,3216200
74.8,4,4549,0,1,0,6451500
88.5,3,5213,0,1,0,4512500
127.3,4,6368,1,0,1,1940100
70.2,2,5320,0,0,0,1847800
60.3,5,5794,1,1,0,2487900
51.8,2,1489,0,1,0,2569800
35.8,2,2490,0,0,0,1970400
76.6,4,5390,0,1,0,4770900
61.5,2,3003,1,1,0,4344400
70.1,2,4790,0,0,0,654500
64.8,2,3471,0,1,0,1140000
50.3,2,2997,1,1,0,1942100
47.4,2,1919,0,0,0,1615400
61.6,3,3930,1,1,0,1157000
48.1,2,2734,1,0,0,2197600
56.1,2,5406,0,1,0,682200
73.2,2,4385,0,1,0,2843900
50.3,2,4084,0,1,0,1986600
67.6,2,4847,0,0,0,1883200
55,3,2945,0,1,0,2859300
43.2,2,2234,1,1,0,2518000
53.9,1,4518,0,0,0,2728500
108.4,6,5138,0,1,0,6480900
109.8,5,5319,0,0,0,6011700
46.1,2,2923,0,0,0,1450800
47.6,2,3924,0,0,0,2762100
41.2,2,3004,0,0,0,1190000
54.5,2,3160,1,0,1,3043900
53.1,2,2817,1,1,0,1487700
47.6,2,2402,1,1,0,1101300
31.6,2,3138,0,0,1,1461200
64.9,2,4816,1,1,0,1410800
112.9,4,5582,1,0,0,2998100
84.7,3,5256,1,1,1,2585800
96.7,4,4203,1,1,0,10517500
49.8,2,3776,0,0,0,2983500
97.5,3,4906,0,0,0,3242200
84,4,3540,0,0,0,1626600
84.4,5,4873,1,0,0,3217700
50.8,5,3209,0,1,0,981700
59.8,3,4537,0,0,0,1006000
37.9,1,3151,1,1,0,3331800
72.1,2,4258,0,0,0,3218900
27.8,2,3280,0,0,0,2549900
52.7,2,3871,1,0,0,1999200
95.8,3,5865,1,1,0,3726200
49.5,2,3636,1,1,0,2181100
40.5,2,3806,0,1,0,1720000
88.4,3,5216,0,0,0,1858700
57.6,2,2643,0,1,0,5634200
63.6,2,4121,0,1,0,7423600
46.8,2,2771,1,1,0,1564600
45.5,2,4278,1,0,0,3933100
44.1,2,2861,0,1,0,1672900
62.5,2,4761,0,1,0,1218100
96.7,4,5303,0,1,1,693600
56.6,3,2917,1,0,0,4121200
67.7,3,4977,0,0,0,2042700
61.6,2,4614,1,1,0,1831200
69,3,3191,0,1,0,1036300
53.7,2,3312,0,0,1,3665900
26.7,2,2826,0,0,0,2196000
102.6,4,5481,1,0,1,9572200
27.4,2,1830,0,0,0,3023700
79.8,3,4474,1,0,0,5632000
45.5,2,1925,1,1,0,2914800
41.9,2,1456,0,1,0,2454300
54.4,2,4515,0,0,0,2728800
94.1,3,3375,0,1,0,394300
40.5,2,1885,1,0,0,2144300
50.6,2,2923,1,1,0,3261000
56.6,2,2805,1,1,0,1429600
104.9,4,5210,0,1,0,2365900
88.5,3,3798,0,1,0,2073500
53.5,1,2891,1,0,0,5635500
26.7,1,1503,1,0,0,1377000
56.7,2,4117,1,0,0,2115400
88.3,3,5310,0,0,0,3257200
99,4,6306,1,1,0,8266500
90.6,3,5124,1,0,0,1763500
90.4,3,4349,1,1,0,6124500
40.7,1,2287,1,1,0,3154300
37.1,1,1479,0,0,0,1723500
57,2,3207,1,1,0,982100
81,2,5546,1,0,0,2586500
43.6,2,2102,0,0,0,2373000
35.8,1,2091,0,0,0,2439300
35.1,2,2326,1,0,0,2094900
44.3,2,4241,1,1,0,1374200
44.9,5,3203,0,1,0,2126200
55.9,3,3326,1,1,0,1826300
38.5,2,3922,1,0,0,1453100
49.2,2,2705,1,0,0,2619300
78.6,2,5517,1,0,0,4865000
49.6,1,1360,0,0,0,1118800
72.8,5,4171,0,0,0,240100
56.9,1,3079,1,1,0,2273000
75.1,2,3724,1,0,0,1997500
52.2,2,3230,1,1,0,1699100
59.3,2,4508,0,0,0,2340500
88,3,5130,0,1,0,3923500
50.7,2,2232,0,1,0,2641200
85.4,3,3708,0,1,0,5627000
67,3,3658,1,1,0,1804400
87.3,2,4774,0,1,0,5229200
47.7,2,3877,1,1,0,3797900
67.6,3,3528,0,1,0,3622000
69.5,2,4436,1,1,0,2216600
74.8,3,3628,0,0,1,2043000
52.1,2,4260,0,1,0,2970700
23.5,2,1515,1,1,0,1894800
25.5,1,2775,0,0,0,1003700
40.9,5,3677,1,0,0,596400
50.9,2,3716,1,1,0,1002300
39.5,2,2566,1,1,0,3082100
80.5,2,4142,0,1,0,5519600
69,4,3384,0,1,0,3057100
61,5,4430,1,1,0,3874100
78.1,3,3892,1,1,0,5280100
81,3,4428,1,0,0,1578700
57.3,2,2898,0,1,0,3092300
125.9,3,6947,0,0,0,1736500
55.5,2,4593,0,1,0,5368700
78.5,3,4074,0,1,0,5536400
74.3,3,3633,0,1,0,3381400
42,2,3839,0,0,0,1461300
60.9,3,3289,1,1,0,2675500
54.5,2,3660,0,0,0,1031700
59.6,3,3723,1,1,0,1775900
25.2,2,2083,0,0,0,2812200
66.3,3,4325,1,0,0,2138200
63.1,2,3821,0,0,0,2616300
60.3,3,3871,0,1,0,504000
68.5,2,3306,1,0,0,3718100
66.1,3,4321,1,0,0,5992200
90.3,3,4246,0,0,0,3541800
34.5,5,2096,0,1,0,3993700
76.9,3,3240,1,1,0,3044300
87.3,3,3872,1,1,0,3931000
59.5,2,3508,0,1,0,1347500
32.6,1,1460,0,0,0,2918700
106.9,4,5873,0,0,0,7911400
52.2,2,2958,1,1,1,2004000
72.5,2,5108,0,1,0,2863700
96.6,4,4092,1,1,0,12508200
65.8,5,3520,1,1,0,1557700
109.6,3,5361,1,1,0,2779200
65.6,5,3394,0,1,0,3811300
65.1,3,3730,1,1,0,1312500
64.1,2,2291,0,1,0,1557100
41.2,1,3326,0,1,0,3316900
59.3,2,3458,0,0,0,4822100
65.1,2,3177,0,1,0,1182400
68.8,3,3888,0,1,0,2764100
63.9,2,4238,0,1,0,3536100
122.3,3,6042,0,1,1,20060600
83.5,4,5374,1,0,0,3961500
51.6,1,3068,1,1,0,2604500
107.3,3,4461,1,0,1,4309900
46.3,1,4644,1,1,0,1704400
88.7,3,4924,0,0,0,3764800
41,2,3502,0,1,0,959400
35.1,2,3974,0,0,0,2630200
46.8,2,2150,1,1,0,1338700
50.5,2,3333,0,0,0,2508900
48.5,2,3506,0,1,0,1056200
57.5,2,3103,1,1,0,1944200
119.8,5,5623,0,1,0,4350000
72.9,3,4889,0,1,0,5945700
84.4,2,2912,0,1,0,1500200
58.1,2,3257,1,1,0,2219400
62.2,2,2851,0,1,0,3705700
39.3,2,3903,0,0,0,1385800
62.3,2,3972,1,0,0,3485400
16.8,1,2228,0,1,0,1730800
67.2,3,5084,0,1,0,3422500
56.6,2,2392,1,0,0,921700
33.2,1,2443,0,0,0,1331700
46.1,2,2874,0,0,0,1667700
95.5,2,4582,1,0,0,3205700
48.7,2,2089,0,1,0,1171800
39.4,5,3887,0,1,0,1723100
49.2,2,3401,0,1,0,1992500
51.5,2,2290,0,1,0,2152600
70.5,2,3606,0,1,0,4808800
53.9,2,3869,0,1,0,2577100
105,4,5019,1,1,0,6547000
58.2,2,3565,0,0,0,4752100
40,5,3244,1,0,0,2802600
68.7,2,3268,1,0,0,5236500
99.1,3,6023,1,1,0,3488500
43.7,2,3340,0,0,0,4194400
58.3,2,4259,0,1,0,2611700
68.6,2,4891,1,1,0,4001000
68,4,4412,1,0,0,1110700
49.2,2,3086,0,1,0,2263700
47.9,1,2850,0,1,0,3193300
110.6,4,5714,0,1,1,2436200
127,5,6500,0,0,1,4841800
88.8,3,4008,1,1,0,5146000
52.9,1,3140,1,1,0,2124800
40.6,1,4262,0,0,0,4017500
61.4,3,5024,0,0,1,3090200
79.4,2,4613,0,1,0,4881800
20.6,1,3300,0,1,0,940000
68.5,3,3108,1,1,0,7489200
75,3,3642,1,1,0,4305500
90,3,4599,0,0,0,3770700
59.4,1,3765,1,1,0,1886000
54.2,2,3416,0,0,0,1748200
73.8,2,4627,0,1,0,2870900
92.7,5,5088,1,1,0,2756800
34.8,2,3179,0,0,0,2907000
51,3,1943,1,1,0,3486900
75.8,3,3179,1,1,0,4261100
144.3,5,7737,1,1,0,3736200
72.2,2,4498,0,1,0,4746600
52.7,1,3947,0,1,0,2031000
47.1,2,2000,0,1,0,1317200
58.8,2,2799,0,0,0,4681800
109.6,4,3739,0,1,0,13994200
82,5,5177,0,0,0,4875300
70.6,2,5190,1,1,0,6321300
78.3,2,5064,1,1,0,1919500
34.7,5,3408,1,0,0,1208600
134.6,5,7051,0,1,0,5152000
73.6,4,5920,1,0,0,2825600
36.3,2,1671,0,0,0,799400
40.9,2,2509,0,0,0,3153900
32,5,2811,0,0,0,3036000
50,2,2720,1,1,0,3898600
67.9,2,3414,1,1,0,5169900
89.5,3,4406,0,1,0,4490700
67,3,3929,1,0,0,2775200
82,2,3386,0,0,0,2671000
152.1,4,7678,0,1,0,3363000
84.6,5,3881,1,0,0,2724800
49.7,2,2692,0,1,0,3291300
65.9,3,4775,0,0,1,2494500
46.8,2,2929,0,0,0,930000
50.2,2,3114,0,1,0,2950400
47.1,2,3292,0,1,0,3252300
92.5,4,6121,0,1,0,1172800
43.3,2,2454,1,0,0,4900200
51.4,2,4531,1,1,0,2216500
24.8,1,401,0,0,0,1174600
41.1,2,1695,1,0,0,2486500
76.4,3,4093,1,1,0,4201500
48,2,2976,0,0,0,3226000
44.3,2,3857,1,0,1,3497000
70.1,2,4156,0,0,0,2152100
22,5,3963,0,1,0,2734600
43.7,1,2751,0,1,0,2743600
40.3,1,1972,0,0,0,1669100
81,3,5396,1,0,0,1425900
58.6,2,3552,0,0,0,4104000
89.8,5,5062,0,1,0,4799000
52.9,2,3899,1,0,1,966400
47.5,3,3178,0,1,0,1259300
98.5,4,4227,0,1,0,3465900
74.6,4,5313,0,1,1,2026200
60.1,2,1454,0,1,0,2995000
52.9,5,3077,0,1,0,1724300
42.9,2,4624,1,1,0,2102700
51.7,3,2601,1,1,0,2405500
69.7,3,1877,1,0,0,2564500
84.5,3,5450,0,0,0,6740900
50.1,5,3420,1,1,0,3016000
44.1,2,2283,1,1,0,1420800
44,2,1524,1,1,0,1260000
85.2,3,3624,1,1,0,5180300
45.9,3,3547,1,0,0,4924800
74.5,3,4239,0,1,0,415200
69.2,2,3016,0,1,0,1330000
118.9,4,6844,1,1,0,3838200
89.7,3,4829,0,0,0,1510000
48.3,2,2909,0,0,0,2263100
71.1,3,5328,0,1,0,3216700
68.6,5,3377,0,0,0,1395400
127.1,4,6259,1,0,0,1625000
75.1,3,4279,0,1,0,2083500
52.3,1,2293,0,1,0,1998600
114.3,5,6339,1,0,1,2119300
67,2,3503,1,1,0,7206300
71.8,3,4514,0,0,0,1236800
90.1,3,3395,1,0,0,3273700
61.2,2,3121,0,0,0,2041400
43.7,2,2286,1,0,0,5608700
46.5,2,2377,0,1,0,1924400
63.3,5,4695,0,0,0,3034700
127.9,4,6067,1,0,1,6364200
62.9,3,2993,0,1,1,4423000
67.5,2,3991,1,0,0,3185400
56.4,2,3246,0,1,0,2806000
77.2,4,4855,0,1,0,948500
89.4,3,3489,1,0,0,332200
41.9,2,498,0,1,1,2083200
55.8,2,3484,1,0,1,2785600
59.1,2,4083,1,1,0,1470700
55.2,2,2220,0,0,0,2499900
31.1,1,924,1,0,0,983700
74.8,3,4782,0,1,0,2080500
101.7,4,5282,0,1,0,9822200
23.9,5,2509,1,0,0,1694400
53.4,3,3348,1,0,0,2968100
82.6,2,3703,0,1,0,5277400
81.3,3,3579,1,1,0,3388700
71.8,2,3256,0,1,0,2067400
27.7,1,1317,0,0,0,1925600
49.3,2,2195,0,1,0,1255300
99.2,3,5466,0,1,0,5596900
69,2,4166,1,0,0,2069100
60.4,5,3930,1,1,0,5215300
86.7,3,4038,1,1,0,427000
55.8,2,2810,0,1,1,2641400
108.5,4,5286,0,0,0,6986600
80.5,4,4466,1,0,0,6095000
37.7,2,1739,0,1,0,2757100
60.7,3,4799,0,0,0,4109500
40,1,3176,1,1,0,1859700
34.8,2,3249,0,0,0,2959700
64.3,2,2776,0,0,0,1316700
41.6,2,1698,1,1,0,1567300
42.6,2,1838,0,0,0,3759300
95.5,4,4277,1,1,0,3505700
42.1,5,1870,0,1,1,1710700
67.4,3,5009,1,1,0,3096800
109.4,3,6021,1,1,0,1771200
80.2,3,4131,0,1,0,3542600
61.9,3,3400,0,1,0,3668600
55.5,2,2952,0,1,0,2547200
25.3,2,1232,0,0,0,2197400
25.5,1,3885,0,0,0,2878300
52.7,2,2014,1,0,0,2244100
70.2,3,2392,0,0,0,2061700
55.2,2,4058,1,0,0,598700
37.3,1,2842,1,1,0,2338100
49.3,2,2432,0,0,0,1322100
69.6,3,4943,0,1,0,2018600
101.4,4,4941,1,1,1,7737600
42.9,2,3048,0,0,0,1936100
89,5,5208,1,0,1,1840500
36.7,2,2855,0,0,0,3919400
85.1,2,4344,0,1,0,3409900
52.6,2,2489,1,0,0,4020400
46.1,5,1557,0,1,0,3234100
20.6,2,2083,0,0,0,1624400
98.4,3,5620,0,1,0,3136100
45.6,1,4112,0,1,0,1671700
31.7,5,2358,1,1,0,1236700
48.1,2,2649,0,1,1,1643300
75.2,3,3672,1,1,0,1715700
67.8,2,4296,1,0,0,1485200
45.1,5,2115,1,1,0,3547500
42.8,2,3075,1,0,0,2554000
82.8,5,4829,1,1,0,2285700
67.1,2,4547,1,0,0,5396600
42.1,2,2291,1,0,0,1811200
49.5,5,2775,1,1,0,2585200
34.8,5,3817,1,1,0,3251500
69,3,4718,0,0,0,4777400
60.5,3,3645,1,1,0,2892400
59,3,4679,1,0,0,4096800
97.8,4,5170,1,1,0,2193800
87.2,3,4392,0,1,0,3600000
38.9,1,2186,0,0,0,2085600
63.7,2,3322,0,1,0,2079600
49.2,2,3063,1,1,0,2611800
40.9,1,1973,1,1,0,1362700
122.7,5,6476,1,0,0,3863800
67.3,2,4861,0,1,0,3199400
61.1,2,2905,1,0,0,3160600
49.9,5,2525,0,0,0,2318300
78,2,3679,0,1,0,2206100
79.8,3,5213,1,0,0,1825200
59.6,2,4756,1,1,0,1202100
77.5,3,3715,0,0,0,2340900
70.4,2,3431,1,1,0,1103900
73.6,2,4757,1,1,0,3344600
53.6,1,2259,0,1,0,4062500
45,5,1005,1,1,0,1121100
54.7,3,3958,1,1,0,1543400
55.3,2,2757,0,1,0,2913300
67.4,3,3948,1,1,0,4266900
94.4,2,4713,0,0,0,5941000
54.6,3,3841,0,1,0,3619700
92.5,3,5222,0,1,1,8085800
35.6,1,1208,1,1,0,2137300
98.7,3,5100,1,1,0,3819100
42.8,2,3616,1,0,0,2275800
44.9,1,3472,1,0,0,2369800
52.7,2,3087,0,1,0,4338100
39.9,2,1707,1,0,0,2396100
50.1,2,3951,0,0,0,3135600
91.7,3,4748,1,1,0,1053900
79.9,3,4678,0,1,0,1136700
42.7,5,1497,0,0,0,2025200
56.1,2,3351,1,1,0,5047800
83.9,3,4508,0,1,0,1725200
66.8,2,4114,1,0,0,3626300
79,2,5494,0,1,0,3017000
134.2,5,5695,0,1,0,19887000
62.9,3,3367,1,0,0,4163500
87.3,3,4965,1,1,0,3213700
55.8,2,2785,0,1,0,699800
22,1,2214,0,0,0,1445200
49.5,2,1313,0,1,0,3116100
56,1,3746,0,1,0,2890000
50.2,2,3534,1,1,0,887100
41.5,3,2400,1,1,0,1745800
52.9,2,3413,0,0,0,2304300
47.2,2,2320,0,0,0,2460100
60.2,2,4472,0,1,0,2125400
39,2,3398,0,0,0,614600
59.7,3,4845,1,0,0,2002500
30.9,2,1316,1,1,0,2021100
74.8,4,4746,1,0,0,2580900
84.3,2,3957,0,1,0,4822200
52.3,1,3225,1,1,0,2725900
90,4,4087,1,1,0,2853500
81,3,5107,0,1,0,6879000
63.4,2,4195,0,1,0,1199100
86.9,5,4157,0,1,0,3921600
84.3,4,6334,0,0,0,1675200
73.4,2,3597,0,1,0,1877700
73.6,2,4232,0,1,0,5582600
32.1,1,1882,1,0,0,914300
44.3,2,2667,0,0,0,2099900
75.7,5,3506,0,0,0,3571200
57,2,2490,0,0,0,3482500
46.6,5,3187,0,0,0,2731000
92.6,4,5351,0,0,0,957200
